1 0.194128 0.0961339
2 0.279987 0.085799
3 0.368123 0.088115
4 0.455805 0.0876219
5 0.543187 0.0873611
6 0.623409 0.0802009
7 0.709593 0.086164
8 0.796678 0.087064
9 0.889031 0.0923321
10 0.974163 0.0851119
11 1.05511 0.080925
12 1.14026 0.0851338
13 1.22728 0.086988
14 1.30981 0.08251
15 1.39032 0.080487
16 1.45935 0.0689962
17 1.54313 0.083751
18 1.61192 0.068759
19 1.69342 0.0814569
20 1.775 0.081558
21 1.85606 0.081037
22 1.94038 0.0842998
23 2.00988 0.0694499
24 2.09323 0.0833349
25 2.17653 0.083282
26 2.26008 0.083529
27 2.32765 0.0675259
28 2.40866 0.0809941
29 2.48206 0.0733731
30 2.5665 0.084419
31 2.63458 0.068037
32 2.72185 0.0872569
33 2.80412 0.082247
34 2.89095 0.086807
35 2.95945 0.0684609
36 3.03368 0.0742118
37 3.11825 0.084543
38 3.20449 0.086221
39 3.28956 0.0850439
40 3.37089 0.081311
41 3.4398 0.0688701
42 3.52179 0.081974
43 3.60485 0.083035
44 3.68157 0.0767031
45 3.7504 0.0687909
46 3.83329 0.08287
47 3.91927 0.0859571
48 4.00253 0.08324
49 4.09068 0.08813
50 4.15878 0.0680568
51 4.23452 0.0757141
52 4.31757 0.0830319
53 4.40364 0.0860491
54 4.47382 0.0701439
55 4.55997 0.086123
56 4.65609 0.096102
57 4.73913 0.0830138
58 4.8086 0.069432
59 4.88942 0.0808039
60 4.97027 0.0808301
61 5.05548 0.0851851
62 5.12534 0.0698199
63 5.20727 0.0819149
64 5.29452 0.08722
65 5.37987 0.08533
66 5.46407 0.0841749
67 5.54802 0.0839291
68 5.61664 0.0685802
69 5.70297 0.086309
70 5.78557 0.082572
71 5.86741 0.0818181
72 5.93629 0.068774
73 6.01873 0.0824149
74 6.09324 0.0744941
75 6.17536 0.0820959
76 6.24429 0.0688949
77 6.32551 0.081198
78 6.40925 0.0837178
79 6.49189 0.082619
80 6.56136 0.0694308
81 6.64428 0.0828941
82 6.72915 0.0848448
83 6.81243 0.083261
84 6.89416 0.081707
85 6.97671 0.082525
86 7.04581 0.0690582
87 7.12936 0.0835388
88 7.21306 0.0836761
89 7.28886 0.0757749
90 7.35825 0.0693581
91 7.44228 0.0840061
92 7.52447 0.0821669
93 7.60858 0.0840912
94 7.69198 0.0833812
95 7.77438 0.08237
96 7.84378 0.0693672
97 7.92498 0.0811701
98 8.00848 0.0834849
99 8.09182 0.0833211
100 8.1605 0.0686319
101 8.24103 0.0805111
102 8.32211 0.0810599
103 8.40455 0.082418
104 8.52036 0.115794
105 8.60101 0.0806191
106 8.67116 0.0701129
107 8.82614 0.154958
108 8.96631 0.140146
109 9.06243 0.0960951
110 9.13724 0.0747631
111 9.24878 0.111516
112 9.33888 0.090085
113 9.42078 0.0818779
114 9.50216 0.0813589
115 9.58874 0.086566
116 9.65841 0.069629
117 9.73815 0.079716
118 9.81891 0.0807421
119 9.90025 0.0813138
120 9.96921 0.068923
121 10.0498 0.080574
122 10.1318 0.0819759
123 10.214 0.0821462
124 10.2888 0.074847
125 10.3692 0.0803459
126 10.4383 0.0690939
127 10.517 0.0786221
128 10.5984 0.0814199
129 10.6818 0.083329
130 10.7513 0.0694439
131 10.8403 0.0889771
132 10.9224 0.0820911
133 11.003 0.0805871
134 11.0834 0.0803761
135 11.152 0.0685811
136 11.2339 0.0819089
137 11.3155 0.0815821
138 11.4037 0.088161
139 11.4755 0.0717082
140 11.5516 0.0760889
141 11.6375 0.0859289
142 11.7226 0.0850041
143 11.8068 0.084218
144 11.8762 0.0693429
145 11.9566 0.08039
146 12.0376 0.0809491
147 12.1185 0.0809009
148 12.1877 0.069097
149 12.2691 0.0813999
150 12.35 0.0809
151 12.4328 0.0827432
152 12.5191 0.08623
153 12.6036 0.0844889
154 12.6764 0.072772
155 12.7517 0.0752699
156 12.8371 0.085433
157 12.9191 0.0819249
158 12.9929 0.0737522
159 13.0753 0.0823789
160 13.1596 0.0842481
161 13.2426 0.0829761
162 13.3243 0.0817192
163 13.407 0.0826352
164 13.4758 0.068743
165 13.5567 0.0809312
166 13.6403 0.0835679
167 13.7259 0.085583
168 13.7956 0.069593
169 13.8753 0.0797381
170 13.9608 0.0854762
171 14.0476 0.0867109
172 14.1304 0.082814
173 14.1998 0.0693362
174 14.2875 0.0876751
175 14.3735 0.086026
176 14.4558 0.082267
177 14.5252 0.069396
178 14.631 0.105777
179 14.7187 0.087604
180 14.8049 0.086231
181 14.8906 0.085629
182 15.0009 0.110274
183 15.0862 0.0852449
184 15.1734 0.087182
185 15.257 0.0836189
186 15.3271 0.07002
187 15.41 0.08287
